web-scraper-order,web-scraper-start-url,product,product-href,name,brandname,description,logo-src,how-to-book,book-link,book-link-href,address-link,address-link-href,terms,terms-link,terms-link-href
"1594284169-1570","https://www.holidayhk.com/en-hk/shops/","Charming International (HK) Group Limited50% OFF50% discount on yellow croaker (1,000g)","https://www.holidayhk.com/en-hk/shops/shop0062/","Charming International (HK) Group Limited","50% discount on yellow croaker (1,000g)","Original Price: HK$198
Discount Price:  HK$98","/media/offer/EN_Shop_62_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
Charming International (HK) Group Limited - Kwai Chung
Address: Flat A, 4/F, Wah Wing Industrial building, 14-20 Wing Yip Street, Kwai Chung, New Territories
Tel: +852 3615 1094
                        

                            Please click here for details.","null","","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Shop_62_tnc.pdf"
"1594283976-1477","https://www.holidayhk.com/en-hk/shops/","su:m37°Receive complimentary Secret Essence (12ml) upon any purchase of Skin Care Products","https://www.holidayhk.com/en-hk/shops/shop0101/","su:m37°","Receive complimentary Secret Essence (12ml) upon any purchase of Skin Care Products","Original Price: HK$70","/media/offer/EN_Shop_101_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
su:m37° - Tuen Mun
Address: M-V16&17, MTR Level, V city, Tuen Mun, New Territories
Tel: +852 2832 3389


                        

                            Please click here for details.","null","","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Shop_101_tnc.pdf"
"1594284007-1492","https://www.holidayhk.com/en-hk/shops/","Wanko50% OFF 50% discount on selected regular-priced items","https://www.holidayhk.com/en-hk/shops/shop0116/","Wanko","50% discount on selected regular-priced items","null","/media/offer/EN_Shop_116_logo2.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Please visit our  official website  for more details. 

Outlet Address


                        

                            Please click here for details.","official website","http://www.veeko.com.hk/wanko/","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Shop_116_outlet_address.pdf","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Shop_116_tnc.pdf"
"1594284267-1616","https://www.holidayhk.com/en-hk/shops/","Today's LivingSUPER OFFERPromotion price of HK$128 for MAXTRA+ Universal Filter Cartridge (Pack 3)","https://www.holidayhk.com/en-hk/shops/shop1150/","Today's Living","Promotion price of HK$128 for MAXTRA+ Universal Filter Cartridge (Pack 3)","Original Price HK$268","/media/offer/Shop_1150_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
Today's Living
Address: Room 1502, Wanchai Commercial Centre, No.194-204 Johnston Road, Wanchai, Hong Kong Island
Tel: +852 28822230



                        

                            Please click here for details.","null","","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Shop_1150_tnc.pdf"
"1594284395-1678","https://www.holidayhk.com/en-hk/shops/","LAPEL TAILOR25% off on regular priced shirts (Minimum purchase quantity: 3 pcs)Quality Tourism Services  Scheme Shops","https://www.holidayhk.com/en-hk/shops/shop1253/","LAPEL TAILOR","25% off on regular priced shirts (Minimum purchase quantity: 3 pcs)","Original Price HK$450 - HK$2,000","/media/offer/Shop_1253_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
Lapel Tailor
Address: 1/F, 38 Cochrane Street, Central, Hong Kong Island, Hong Kong 
Tel: +852 28511969","null","","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Shop_1253_tnc.pdf"
"1594284414-1687","https://www.holidayhk.com/en-hk/shops/","Meiriki Flagship StoreBUY 1 GET 1 FREEBuy one, get one free LeverRenQuality Tourism Services  Scheme Shops","https://www.holidayhk.com/en-hk/shops/shop0009/","Meiriki Flagship Store","Buy one, get one free LeverRen","Original price:  HK$380","/media/offer/EN_Shop_9_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
Meiriki Flagship Store - Tsim Sha Tsui
Address: Room 1601, 16/F, Silvercord Tower 1, Tsim Sha Tsui, 30 Canton Road, Tsim Sha Tsui, Kowloon
Tel: +852 2713 6061
                        

                            Please click here for details.","null","","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Shop_9_tnc.pdf"
"1594284318-1641","https://www.holidayhk.com/en-hk/shops/","Wing On Department StoresSpecial Price HK$99 for Thermos 400ml Vacuum Insulated Food JarQuality Tourism Services  Scheme Shops","https://www.holidayhk.com/en-hk/shops/shop1305/","Wing On Department Stores","Special Price HK$99 for Thermos 400ml Vacuum Insulated Food Jar","Original Price HK$168","/media/offer/Shop_1305_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
Wing On Department Stores – Sheung Wan Main Store
Address: Wing On Centre, 211 Des Voeux Road Central, Sheung Wan, Hong Kong Island 
Tel: +852 2852 1888

Wing On Plus – Nathan Road
Address: Wing On Kowloon Centre, 345 Nathan Road, Jordan, Kowloon
Tel: +852 2710 6288

Wing On Plus – Tsim Sha Tusi East
Address: Wing On Plaza, 62 Mody Road, Tsim Sha Tsui East, Kowloon
Tel: +852 2196 1388

                        

                            Please click here for details.","null","","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Shop_1305_tnc.pdf"
"1594284179-1575","https://www.holidayhk.com/en-hk/shops/","LIZA HOUSE (JIM'S) JEWELLERY LTDSUPER OFFER80% off on selected itemsQuality Tourism Services  Scheme Shops","https://www.holidayhk.com/en-hk/shops/shop1231/","LIZA HOUSE (JIM'S) JEWELLERY LTD","80% off on selected items","null","/media/offer/Shop_1231_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
LIZA HOUSE (JIM’S) JEWELLERY LTD.
Address: Shop 169, 1/F, Peninsula Centre,67 Mody Road, Tsim Sha Tsui East, Kowloon 
Tel: +852 27221049","null","","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Shop_1231_tnc.pdf"
"1594284549-1750","https://www.holidayhk.com/en-hk/shops/","Kee Wah BakeryPromotion price of HK$70 for Pineapple Shortcake Gift Box (9pcs)Quality Tourism Services  Scheme Shops","https://www.holidayhk.com/en-hk/shops/shop1012/","Kee Wah Bakery","Promotion price of HK$70 for Pineapple Shortcake Gift Box (9pcs)","Original price:  HK$92","/media/offer/EN_Shop_1012_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Please visit our  official website  for more details.

Outlet Address
                        

                            Please click here for details.","official website","https://keewah.com/en/","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Shop_1012_outlet_address.pdf","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Shop_1012_tnc.pdf"
"1594283953-1466","https://www.holidayhk.com/en-hk/shops/","Kai Fat Tea Company LimitedEnjoy 20% off a tea purchaseQuality Tourism Services  Scheme Shops","https://www.holidayhk.com/en-hk/shops/shop0020/","Kai Fat Tea Company Limited","Enjoy 20% off a tea purchase","null","/media/offer/EN_Shop_20_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
Kai Fat Tea Company Limited -  Sheung Wan
Address: G/F, 132 Wing Lok Street, Sheung Wan, Hong Kong Island
Tel: +852 2543 9988


                        

                            Please click here for details.","null","","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Shop_20_tnc.pdf"
"1594284434-1697","https://www.holidayhk.com/en-hk/shops/","ON KEE DRY SEAFOOD CO., LTDSpecial Price HK$280/Lb for Frozen South Africa Abalone (11-13 pcs/Lb)Quality Tourism Services  Scheme Shops","https://www.holidayhk.com/en-hk/shops/shop1318/","ON KEE DRY SEAFOOD CO., LTD","Special Price HK$280/Lb for Frozen South Africa Abalone (11-13 pcs/Lb)","Original Price HK$450","/media/offer/Shop_1318_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
On Kee Dry Seafood - Sheung Wan 
Address: G/F, Flat F-G, Kam Fung Building, 8 Cleverly Street, Sheung Wan, Hong Kong Island 
Tel: +852 2544 6336

On Kee Dry Seafood - Causeway Bay 
Address: Shop G3B and G4-G5, Ground Floor, Wing Tak Mansion, No.15, Canal Road West & No. 16B Bowrington Road, Hong Kong Island 
Tel: +852 2588 4666

On Kee Dry Seafood - Yau Ma Tei 
Address: Shop 1-2 Hydan Place, 228 Shanghai Street, Yau Ma Tei, Kowloon 
Tel: +852 2770 2663

On Kee Dry Seafood - Tsuen Wan 
Address: Shop C. G/F. Tsuen Fung Bldg, 39-43A Tsuen Wan Market Street, Tsuen Wan, New Territories
Tel: +852 2419 8663

On Kee Dry Seafood - Yuen Long 
Address: Shop 10, G/F, Orion Court, 23 Mau Tan Street, Yuen Long, New Territories
Tel: +852 2476 8686

                        

                            Please click here for details.","null","","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Shop_1318_tnc.pdf"
"1594284526-1739","https://www.holidayhk.com/en-hk/shops/","Silver-In Fashion Design AgencyCASH REBATEEnjoy HK$50 cash rebate upon net purchase of HK$650 in single transaction","https://www.holidayhk.com/en-hk/shops/shop1241/","Silver-In Fashion Design Agency","Enjoy HK$50 cash rebate upon net purchase of HK$650 in single transaction","null","/media/offer/Shop_1241_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
Silver-In Fashion Design Agency
Address : G/F No.105 Yu Chau Street, Sham Shui Po, Kowloon
Tel : +852 2323 8500




                        

                            Please click here for details.","null","","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Shop_1241_tnc.pdf"
"1594283901-1441","https://www.holidayhk.com/en-hk/shops/","Millie'sExtra 10% off on all itemsQuality Tourism Services  Scheme Shops","https://www.holidayhk.com/en-hk/shops/shop1142/","Millie's","Extra 10% off on all items","null","/media/offer/Shop_1142_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Please visit our  official website  for more details

Outlet Address
                        

                            Please click here for details.","official website","https://www.millies.com.hk/","Please click here for details.","https://www.holidayhk.com/media/offer/ENHK_Shop_1142_outlet_adress.pdf","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Shop_1142_tnc.pdf"
