web-scraper-order,web-scraper-start-url,product,product-href,name,brandname,description,logo-src,how-to-book,book-link,book-link-href,terms,terms-link,terms-link-href
"1594348233-39","https://www.holidayhk.com/en-hk/food-and-drink/","Mezzo50% OFF50% off on designated food: One Selection of Signature Dishes.Quality Tourism Services Scheme Restaurants","https://www.holidayhk.com/en-hk/food-and-drink/food1114/","Mezzo","50% off on designated food: One Selection of Signature Dishes.","Original Price HK$498","/media/offer/Dine_1114_logo.jpg","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
Mezzo
Address: 1/F, 71 Mody Road, Tsimshatsui, Kowloon
Tel: +852 2313 8778


                        

                            Please click here for details.","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_1114_tnc.pdf"
"1594348402-118","https://www.holidayhk.com/en-hk/food-and-drink/","DélifranceBUY 1 GET 1 FREEBuy one, get one free Mini-Danishes or Mini-PuffsQuality Tourism Services Scheme Restaurants","https://www.holidayhk.com/en-hk/food-and-drink/food0042/","Délifrance","Buy one, get one free Mini-Danishes or Mini-Puffs","null","/media/offer/EN_Dine_42_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Please visit our  official website  for more details.

Outlet Address
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_42_outlet_address.pdf","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_42_tnc.pdf"
"1594348292-68","https://www.holidayhk.com/en-hk/food-and-drink/","Rainbow Seafood Restaurant50% OFF50% discount on Assorted Seafood with Vegetable SoupQuality Tourism Services Scheme Restaurants","https://www.holidayhk.com/en-hk/food-and-drink/food0048/","Rainbow Seafood Restaurant","50% discount on Assorted Seafood with Vegetable Soup","Original price : HK$100","/media/offer/EN_Dine_48_logo2.jpg","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
Rainbow Seafood Restaurant
Address: 23-27, First Street, Sok Kwu Wan, Lamma Island, Outlying Islands
Tel: +852 2982 8100

Rainbow Seafood Restaurant (Winstar)
Address: 1A-1B, First Street, Sok Kwu Wan, Lamma Island, Outlying Islands
Tel: +852 2982 8100
                        

                            Please click here for details.","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_48_tnc.pdf"
"1594348183-15","https://www.holidayhk.com/en-hk/food-and-drink/","Hei YuetSpecial discount on selected dishes","https://www.holidayhk.com/en-hk/food-and-drink/food0060/","Hei Yuet","Special discount on selected dishes","Served All Day","/media/offer/EN_Dine_60_logo.jpg","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
Hei Yuet
Address: Shop 101, Ka Fuk Shopping Centre, Ka Fuk Estate, Fanling, New Territories
Tel: +852 2618 6488","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_60_tnc.pdf"
"1594348522-172","https://www.holidayhk.com/en-hk/food-and-drink/","LIS Café - L'hotel Island SouthBUY 1 GET 1 FREESelected complimentary dishes upon purchase of selected dishesQuality Tourism Services Scheme Restaurants","https://www.holidayhk.com/en-hk/food-and-drink/food0005/","LIS Café - L'hotel Island South","Selected complimentary dishes upon purchase of selected dishes","null","/media/offer/EN_Dine_5_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Please visit our  official website  for more details.

Outlet Address
LIS Café - L'hotel Island South
Address: Podium Level 3, L'hotel Island South, 55 Wong Chuk Hang Road, Aberdeen, Hong Kong Island
Tel: +852 3968 8833 / +852 6793 4223 (WhatsApp)

Menu
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_5_menu.pdf","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_5_tnc.pdf"
"1594348434-133","https://www.holidayhk.com/en-hk/food-and-drink/","Gunpowder Indian RestoBar25% off on total bill and complimentary glass of selected wine / mocktail for each customer","https://www.holidayhk.com/en-hk/food-and-drink/food1207/","Gunpowder Indian RestoBar","25% off on total bill and complimentary glass of selected wine / mocktail for each customer","null","/media/offer/Dine_1207_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
Gunpowder Indian RestoBar
Address: Shop 4, G/F, J Residence, 18 Ship Street, Wan Chai, Hong Kong Island
Tel: +852 2827 7777









                        

                            Please click here for details.","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_1207_tnc_R.pdf"
"1594348177-12","https://www.holidayhk.com/en-hk/food-and-drink/","Sheng MianSUPER OFFERPromotion Price of HK$8 for Sheng's Braised Minced Pork Rice (Small)","https://www.holidayhk.com/en-hk/food-and-drink/food1164/","Sheng Mian","Promotion Price of HK$8 for Sheng's Braised Minced Pork Rice (Small)","Original Price HK$38","/media/offer/Dine_1164_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
Sheng Mian
Address: Shop 25-29, 11/F, Langham Place, 8 Argyle Street, Mong Kok, Kowloon, Hong Kong 
Tel: 3105 9826","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_1164_tnc.pdf"
"1594348363-99","https://www.holidayhk.com/en-hk/food-and-drink/","Sichaun BBQ RestaurantBUY 1 GET 1 FREEBuy one, get one free Hoegaarden Draft Beer (small)","https://www.holidayhk.com/en-hk/food-and-drink/food0036/","Sichaun BBQ Restaurant","Buy one, get one free Hoegaarden Draft Beer (small)","null","/media/offer/EN_Dine_36_logo.jpg","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
Sichaun BBQ Restaurant
Address: Shop EFGH, G/F, 27 Ning Po Street, Jordan, Kowloon
Tel: +852 2780 2889","null","","Terms and conditions apply. 
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_36_tnc.pdf"
"1594348388-111","https://www.holidayhk.com/en-hk/food-and-drink/","Victoria Harbour Restaurant50% OFF50% off on Braised Abalone with ChickenQuality Tourism Services Scheme Restaurants","https://www.holidayhk.com/en-hk/food-and-drink/food1150/","Victoria Harbour Restaurant","50% off on Braised Abalone with Chicken","Original Price $168","/media/offer/Dine_1150_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
Victoria Harbour Restaurant - Kowloon Bay
Address: G256 and 1/F, Amoy Plaza, 77 Ngau Tau Kok Road, Kowloon Bay, Kowloon, Hong Kong 
Tel: +852 2827 0818


                        

                            Please click here for details.","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_1150_tnc.pdf"
"1594348185-16","https://www.holidayhk.com/en-hk/food-and-drink/","OLD PIER HOT POT50% OFF50% off on Spanish Iberico Pork","https://www.holidayhk.com/en-hk/food-and-drink/food1146/","OLD PIER HOT POT","50% off on Spanish Iberico Pork","Original Price HK$86","/media/offer/Dine_1146_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
Old Pier Hot Pot
Address: G/F & 1F, 59, 61 & 61A Tong Mei Road, Mong Kok, Kowloon, Hong Kong 
Tel: +852 2148 6268/+852 2146 9268

                        

                            Please click here for details.","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_1146_tnc.pdf"
"1594348544-183","https://www.holidayhk.com/en-hk/food-and-drink/","Jardin de JadeAround 34% discount on Hello Hong Kong Holiday@Home Menu (for 4 persons)Quality Tourism Services Scheme Restaurants","https://www.holidayhk.com/en-hk/food-and-drink/food0049/","Jardin de Jade","Around 34% discount on Hello Hong Kong Holiday@Home Menu (for 4 persons)","Special price : HK$1,088 (original price : HK$1,640)","/media/offer/EN_Dine_49_logo.jpg","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
Jardin de Jade - Wan Chai
Address: G3-4, Sun Hung Kai Center, 30 Harbour Road, Wan Chai, Hong Kong Island
Tel: +852 3528 0228

Jardin de Jade - Taikoo Shing
Address: Shop 312, 3/F, Cityplaza, 18 Taikoo Shing Road, Taikoo Shing, Hong Kong Island
Tel: +852 3168 1271

Menu
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_49_menu.pdf","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_49_tnc.pdf"
"1594348327-85","https://www.holidayhk.com/en-hk/food-and-drink/","Ocean Treasure Seafood Restaurant - Shek YamHK$48 Green Lobster (Half) (Must order from whole)Quality Tourism Services Scheme Restaurants","https://www.holidayhk.com/en-hk/food-and-drink/food1005/","Ocean Treasure Seafood Restaurant - Shek Yam","HK$48 Green Lobster (Half) (Must order from whole)","null","/media/offer/EN_Dine_1005_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
Ocean Treasure Seafood Restaurant – Shek Yam
Address: G/F-2/F, Fortuna House, 149-151 Shek Yam Road, Kwai Chung, New Territories 
Tel: +852 2152 1618



                        

                            Please click here for details.","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_1005_tnc.pdf"
"1594348241-43","https://www.holidayhk.com/en-hk/food-and-drink/","PANDA WONTON50% OFF50% off on designated item: Spicy sauce.","https://www.holidayhk.com/en-hk/food-and-drink/food1118/","PANDA WONTON","50% off on designated item: Spicy sauce.","Original Price HK$38","/media/offer/Dine_1118_logo.jpg","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
Panda Wonton – Tsz Wan Shan
Address: Shop 327-328, 3/F, Tsz Wan Shan Shopping Centre, Kowloon
Tel: +852 2808 2810

Panda Wonton – Ho Man Tin
Address: Shop G37, G / F, Oi Man Plaza, Homantin, Kowloon
Tel: +852 2808 2330","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_1118_tnc.pdf"
"1594348216-31","https://www.holidayhk.com/en-hk/food-and-drink/","Ocean Treasure Seafood Restaurant - Sai Wan HoPromotion Price for Designated Dinner DishQuality Tourism Services Scheme Restaurants","https://www.holidayhk.com/en-hk/food-and-drink/food1004/","Ocean Treasure Seafood Restaurant - Sai Wan Ho","Promotion Price for Designated Dinner Dish","null","/media/offer/EN_Dine_1004_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
Ocean Treasure Seafood Restaurant – Sai Wan Ho
Address: 1/F, Lai Wan Mansion, 41 Shau Kei Wan Road, Sai Wan Ho, Hong Kong Island
Tel: +852 2885 9398

                        

                            Please click here for details.","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_1004_tnc.pdf"
